ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice PCI,Etat PCI,Indice IRI,Etat IRI
1010001,Adhémar-Mailhiot avenue,rue Paul-Morand ,boulevard Gouin Ouest ,120,Ahuntsic-Cartierville,2015-07-27,76,Bon,4.25,Moyen
1010004,D'Aiguillon place,avenue Robert-Giffard ,avenue Robert-Giffard ,236,Ahuntsic-Cartierville,2015-07-24,65,Bon,5.4,Moyen
1010005,Albert-LeSage avenue,boulevard Toupin ,avenue Albert-Prévost ,202,Ahuntsic-Cartierville,2015-07-27,67,Bon,7.02,Mauvais
1010006,Albert-Prévost avenue,avenue Jean-Bourdon ,rue De Bécancour ,76,Ahuntsic-Cartierville,2015-07-27,32,Mauvais,6.72,Mauvais
1010007,Albert-Prévost avenue,rue De Bécancour ,rue De Villebon ,75,Ahuntsic-Cartierville,2015-07-27,51,Moyen,6.96,Mauvais
1010008,Albert-Prévost avenue,rue De Villebon ,boulevard Gouin Ouest ,93,Ahuntsic-Cartierville,2015-07-27,41,Moyen,7.45,Mauvais
1010009,Albert-Prévost avenue,boulevard Gouin Ouest ,avenue Albert-LeSage ,69,Ahuntsic-Cartierville,2015-07-27,55,Moyen,3.82,Bon
1010010,Albert-Prévost avenue,avenue Albert-LeSage ,avenue Philippe-Rottot ,103,Ahuntsic-Cartierville,2015-07-27,49,Moyen,6.3,Mauvais
1010013,Albert-Prévost avenue,avenue Philippe-Rottot ,avenue Henri-Béland ,68,Ahuntsic-Cartierville,2015-07-27,50,Moyen,7.57,Mauvais
1010016,Alfred-De Vigny avenue,avenue Louis-Jadon ,avenue Longtin ,74,Ahuntsic-Cartierville,2015-07-27,40,Mauvais,4.6,Moyen
1010017,Alfred-De Vigny avenue,avenue Longtin ,avenue Léon-Trépanier ,185,Ahuntsic-Cartierville,2015-07-27,23,Mauvais,5.16,Moyen
1010029,de l'Alliance avenue,boulevard Gouin Ouest ,avenue de l'Alliance ,148,Ahuntsic-Cartierville,2015-07-27,60,Moyen,7.68,Mauvais
1010030,Antoine-Berthelet avenue,avenue Jean-Bourdon ,rue Paul-Morand ,80,Ahuntsic-Cartierville,2015-07-27,48,Moyen,5.56,Moyen
1010031,Antoine-Berthelet avenue,rue Paul-Morand ,boulevard Gouin Ouest ,117,Ahuntsic-Cartierville,2015-07-27,48,Moyen,5.51,Moyen
1010032,D'Argenteuil place,avenue Robert-Giffard ,avenue Robert-Giffard ,240,Ahuntsic-Cartierville,2015-07-24,41,Moyen,5.74,Moyen
1010052,du Beau-Bois avenue,croissant du Beau-Bois ,place du Beau-Bois ,233,Ahuntsic-Cartierville,2015-07-27,55,Moyen,5.98,Moyen
1010055,du Beau-Bois avenue,place du Beau-Bois ,avenue du Beau-Bois ,218,Ahuntsic-Cartierville,2015-07-27,59,Moyen,5.15,Moyen
1010059,de Beauséjour rue,rue Beauséjour ,avenue Jean-Bourdon ,29,Ahuntsic-Cartierville,2015-07-27,7,Très mauvais,4.45,Moyen
1010060,de Beauséjour rue,avenue Jean-Bourdon ,rue De Bécancour ,84,Ahuntsic-Cartierville,2015-07-27,52,Moyen,4.07,Moyen
1010061,de Beauséjour rue,rue De Bécancour ,rue De Villebon ,75,Ahuntsic-Cartierville,2015-07-27,43,Mauvais,2.6,Bon
1010062,de Beauséjour rue,rue De Villebon ,boulevard Gouin Ouest ,69,Ahuntsic-Cartierville,2015-07-27,17,Très mauvais,5,Moyen
1010063,de Beauséjour rue,boulevard Gouin Ouest ,rue Béique ,84,Ahuntsic-Cartierville,2015-07-27,39,Mauvais,6.5,Mauvais
1010064,de Beauséjour rue,rue Béique ,rue Béique ,167,Ahuntsic-Cartierville,2015-07-27,53,Moyen,6.31,Mauvais
1010066,de Beauséjour rue,rue Béique ,boulevard Toupin ,83,Ahuntsic-Cartierville,2015-07-27,62,Bon,6.34,Mauvais
1010068,De Bécancour rue,rue de Beauséjour ,rue La Corne ,103,Ahuntsic-Cartierville,2015-07-27,68,Bon,3.62,Bon
1010069,De Bécancour rue,boulevard Toupin ,avenue Albert-Prévost ,197,Ahuntsic-Cartierville,2015-07-27,33,Mauvais,5.53,Moyen
1010070,Béique rue,rue de Beauséjour ,rue de Beauséjour ,164,Ahuntsic-Cartierville,2015-07-27,66,Bon,4.98,Moyen
1010074,du Bocage rue,rue Notre-Dame-des-Anges ,rue Fréchette ,83,Ahuntsic-Cartierville,2015-07-24,13,Très mauvais,6.62,Mauvais
1010075,du Bocage rue,avenue de la Miséricorde ,rue De Serres ,84,Ahuntsic-Cartierville,2015-07-24,20,Très mauvais,5.44,Moyen
1010076,du Bocage rue,rue De Serres ,rue Grenet ,88,Ahuntsic-Cartierville,2015-07-24,43,Moyen,5.4,Moyen
1010077,du Bocage rue,rue Grenet ,rue Ranger ,87,Ahuntsic-Cartierville,2015-07-24,17,Très mauvais,6.31,Mauvais
1010078,du Bocage rue,rue Ranger ,avenue de Rivoli ,90,Ahuntsic-Cartierville,2015-07-24,30,Mauvais,5.8,Moyen
1010079,du Bocage rue,avenue de Rivoli ,rue Lachapelle ,110,Ahuntsic-Cartierville,2015-07-24,10,Très mauvais,7.85,Mauvais
1010080,du Bocage rue,rue Lachapelle ,boulevard Laurentien ,97,Ahuntsic-Cartierville,2015-07-24,84,Excellent,4.35,Moyen
1010087,Bruton chemin,chemin de Somerset ,chemin du Golf ,170,Ahuntsic-Cartierville,2015-07-27,74,Bon,4.68,Moyen
1010088,Camille rue,rue Hervé ,avenue Jean-Bourdon ,200,Ahuntsic-Cartierville,2015-07-27,63,Bon,4.01,Moyen
1010089,Camille rue,avenue Jean-Bourdon ,rue Camille ,75,Ahuntsic-Cartierville,2015-07-27,34,Mauvais,6.26,Mauvais
1010103,Chevalier rue,rue Lachapelle ,boulevard Gouin Ouest ,187,Ahuntsic-Cartierville,2015-07-27,46,Moyen,5.62,Moyen
1010139,La Corne rue,avenue Jean-Bourdon ,rue De Bécancour ,77,Ahuntsic-Cartierville,2015-07-27,52,Moyen,3.46,Bon
1010140,La Corne rue,rue De Bécancour ,rue De Villebon ,71,Ahuntsic-Cartierville,2015-07-27,46,Moyen,4.98,Moyen
1010141,Cossette rue,boulevard Gouin Ouest ,chemin du Golf ,248,Ahuntsic-Cartierville,2015-07-27,48,Moyen,5.94,Moyen
1010147,Cousineau rue,rue Laurin ,boulevard Gouin Ouest ,301,Ahuntsic-Cartierville,2015-07-27,31,Mauvais,4.64,Moyen
1010150,Crevier rue,boulevard Gouin Ouest ,rue Crevier ,318,Ahuntsic-Cartierville,2015-07-27,48,Moyen,5.89,Moyen
1010151,Daigle rue,rue Marsan ,rue Forbes ,316,Ahuntsic-Cartierville,2015-07-27,51,Moyen,3.75,Bon
1010154,Daigle rue,rue Forbes ,rue Filion ,190,Ahuntsic-Cartierville,2015-07-27,39,Mauvais,4.84,Moyen
1010159,Dépatie rue,rue Dépatie ,rue Dudemaine ,254,Ahuntsic-Cartierville,2015-07-27,87,Excellent,2.55,Bon
1010160,Dépatie rue,rue Dudemaine ,rue de Louisbourg ,324,Ahuntsic-Cartierville,2015-07-27,57,Moyen,3.25,Bon
1010161,Dépatie rue,rue de Louisbourg ,rue De Salaberry ,322,Ahuntsic-Cartierville,2015-07-27,39,Mauvais,4.37,Moyen
1010162,Dépatie rue,rue De Salaberry ,rue Sainte-Odile ,95,Ahuntsic-Cartierville,2015-07-27,49,Moyen,6.46,Mauvais
1010163,Dépatie rue,rue Sainte-Odile ,rue Forbes ,170,Ahuntsic-Cartierville,2015-07-27,45,Moyen,6.75,Mauvais
1010164,Dépatie rue,rue Jules-Colas ,place de La Minerve ,199,Ahuntsic-Cartierville,2015-07-27,85,Excellent,4.15,Moyen
1010172,Dudemaine rue,rue Dudemaine ,rue Dudemaine ,254,Ahuntsic-Cartierville,2015-07-24,52,Moyen,4.11,Moyen
1010175,Dudemaine rue,rue Filion ,rue Guertin ,79,Ahuntsic-Cartierville,2015-07-24,69,Moyen,5.87,Mauvais
1010176,Dudemaine rue,rue Guertin ,rue Dépatie ,80,Ahuntsic-Cartierville,2015-07-24,77,Bon,3.9,Moyen
1010177,Dudemaine rue,rue Dépatie ,rue Lavigne ,72,Ahuntsic-Cartierville,2015-07-24,98,Excellent,4.67,Moyen
1010178,Dudemaine rue,rue Lavigne ,boulevard O'Brien ,78,Ahuntsic-Cartierville,2015-07-24,79,Bon,4.32,Moyen
1010179,Dudemaine rue,boulevard O'Brien ,boulevard Saint-Germain ,78,Ahuntsic-Cartierville,2015-07-24,16,Très mauvais,10.28,Très mauvais
1010180,Dudemaine rue,boulevard Saint-Germain ,rue Saint-Évariste ,75,Ahuntsic-Cartierville,2015-07-24,28,Très mauvais,6.53,Mauvais
1010181,Dudemaine rue,rue Saint-Évariste ,avenue Robert-Giffard ,204,Ahuntsic-Cartierville,2015-07-24,28,Très mauvais,5.61,Mauvais
1010182,Dudemaine rue,avenue Robert-Giffard ,rue Michel-Sarrazin ,213,Ahuntsic-Cartierville,2015-07-24,28,Très mauvais,4.93,Moyen
1010184,Dudemaine rue,rue Michel-Sarrazin ,rue du Général-Giraud ,78,Ahuntsic-Cartierville,2015-07-24,29,Très mauvais,5.84,Mauvais
1010185,Dudemaine rue,rue du Général-Giraud ,rue Grenet ,40,Ahuntsic-Cartierville,2015-07-24,18,Très mauvais,7.24,Très mauvais
1010188,Duval rue,avenue Élie-Blanchard ,rue Jean-Massé ,68,Ahuntsic-Cartierville,2015-07-28,25,Mauvais,5,Moyen
1010191,Élie-Blanchard avenue,rue Dudemaine ,rue Olivar-Asselin ,69,Ahuntsic-Cartierville,2015-07-28,59,Moyen,5.01,Moyen
1010192,Élie-Blanchard avenue,rue Olivar-Asselin ,rue Duval ,70,Ahuntsic-Cartierville,2015-07-28,23,Mauvais,8.11,Très mauvais
1010194,Émile-Nelligan rue,rue Lachapelle ,boulevard Laurentien ,95,Ahuntsic-Cartierville,2015-07-27,10,Très mauvais,6.41,Mauvais
1010195,Émile-Nelligan rue,boulevard Laurentien ,rue Émile-Nelligan ,159,Ahuntsic-Cartierville,2015-07-24,44,Moyen,5.05,Moyen
1010197,Émile-Nelligan rue,rue Lachapelle ,boulevard Laurentien ,296,Ahuntsic-Cartierville,2015-07-24,19,Très mauvais,6.86,Mauvais
1010201,Filion rue,rue de la Paix ,rue Dudemaine ,327,Ahuntsic-Cartierville,2015-07-27,60,Moyen,2.55,Bon
1010202,Filion rue,rue Dudemaine ,rue de Louisbourg ,324,Ahuntsic-Cartierville,2015-07-27,27,Mauvais,4.91,Moyen
1010203,Filion rue,rue de Louisbourg ,place Jean-Massé ,190,Ahuntsic-Cartierville,2015-07-27,58,Moyen,5.26,Moyen
1010204,Filion rue,place Jean-Massé ,rue De Salaberry ,133,Ahuntsic-Cartierville,2015-07-27,31,Mauvais,6.83,Mauvais
1010205,Filion rue,rue Forbes ,rue Daigle ,129,Ahuntsic-Cartierville,2015-07-27,47,Moyen,5.83,Moyen
1010206,Filion rue,rue Daigle ,boulevard Gouin Ouest ,224,Ahuntsic-Cartierville,2015-07-27,46,Moyen,6.33,Mauvais
1010207,Forbes rue,rue Daigle ,rue Marsan ,37,Ahuntsic-Cartierville,2015-07-27,38,Mauvais,4.5,Moyen
1010208,Forbes rue,rue Marsan ,rue Filion ,38,Ahuntsic-Cartierville,2015-07-27,51,Moyen,3.94,Bon
1010209,Forbes rue,rue Filion ,rue Guertin ,88,Ahuntsic-Cartierville,2015-07-27,78,Bon,5.24,Moyen
1010210,Forbes rue,rue Dépatie ,rue Forbes ,59,Ahuntsic-Cartierville,2015-07-27,17,Très mauvais,8.39,Très mauvais
1010211,Forbes rue,rue Lavigne ,boulevard O'Brien ,73,Ahuntsic-Cartierville,2015-07-27,39,Mauvais,4.71,Moyen
1010212,Forbes rue,boulevard O'Brien ,boulevard Saint-Germain ,79,Ahuntsic-Cartierville,2015-07-27,11,Très mauvais,7.06,Très mauvais
1010213,Forbes rue,boulevard Saint-Germain ,rue Saint-Évariste ,70,Ahuntsic-Cartierville,2015-07-27,16,Très mauvais,5.71,Mauvais
1010214,Forbes rue,rue Saint-Évariste ,rue Forbes ,31,Ahuntsic-Cartierville,2015-07-27,49,Moyen,6.07,Mauvais
1010215,Fréchette rue,boulevard Gouin Ouest ,rue du Bocage ,229,Ahuntsic-Cartierville,2015-07-24,38,Mauvais,6.11,Mauvais
1010216,Fréchette rue,rue du Bocage ,rue Fréchette ,221,Ahuntsic-Cartierville,2015-07-24,47,Moyen,5.26,Moyen
1010217,du Général-Giraud rue,rue Dudemaine ,rue de Louisbourg ,250,Ahuntsic-Cartierville,2015-07-24,26,Mauvais,4.86,Moyen
1010218,du Golf chemin,avenue Léon-Trépanier ,rue Métivier ,85,Ahuntsic-Cartierville,2015-07-27,51,Moyen,3.8,Bon
1010219,du Golf chemin,rue Métivier ,chemin Bruton ,83,Ahuntsic-Cartierville,2015-07-27,36,Mauvais,4.78,Moyen
1010220,du Golf chemin,chemin Bruton ,avenue Jean-Bourdon ,178,Ahuntsic-Cartierville,2015-07-27,36,Mauvais,4.27,Moyen
1010223,du Golf chemin,avenue Jean-Bourdon ,rue Cossette ,81,Ahuntsic-Cartierville,2015-07-27,69,Bon,6.04,Mauvais
1010224,du Golf chemin,rue Cossette ,boulevard Gouin Ouest ,84,Ahuntsic-Cartierville,2015-07-27,81,Excellent,2.93,Bon
1010231,Gouin Ouest boulevard,avenue Colbert ,rue Filion ,167,Ahuntsic-Cartierville,2015-07-27,55,Mauvais,3.97,Moyen
1010232,Gouin Ouest boulevard,rue Filion ,rue Guertin ,85,Ahuntsic-Cartierville,2015-07-27,50,Mauvais,5.68,Mauvais
1010233,Gouin Ouest boulevard,rue Guertin ,place de La Minerve ,88,Ahuntsic-Cartierville,2015-07-27,45,Mauvais,7.06,Très mauvais
1010234,Gouin Ouest boulevard,place de La Minerve ,rue Lavigne ,71,Ahuntsic-Cartierville,2015-07-27,38,Très mauvais,4.84,Mauvais
1010235,Gouin Ouest boulevard,rue Lavigne ,place de la Capricieuse ,84,Ahuntsic-Cartierville,2015-07-27,46,Mauvais,5.18,Mauvais
1010236,Gouin Ouest boulevard,place de la Capricieuse ,boulevard Saint-Germain ,72,Ahuntsic-Cartierville,2015-07-27,31,Très mauvais,5.33,Mauvais
1010237,Gouin Ouest boulevard,boulevard Saint-Germain ,place Saint-Germain ,28,Ahuntsic-Cartierville,2015-07-27,77,Moyen,5.1,Mauvais
1010238,Gouin Ouest boulevard,place Saint-Germain ,rue Saint-Évariste ,44,Ahuntsic-Cartierville,2015-07-27,50,Mauvais,5.98,Mauvais
1010239,Gouin Ouest boulevard,rue Saint-Évariste ,rue Notre-Dame-des-Anges ,69,Ahuntsic-Cartierville,2015-07-27,20,Très mauvais,5.08,Mauvais
1010241,Gouin Ouest boulevard,rue Notre-Dame-des-Anges ,rue Fréchette ,53,Ahuntsic-Cartierville,2015-07-27,13,Très mauvais,4.55,Mauvais
1010243,Gouin Ouest boulevard,rue Fréchette ,avenue de la Miséricorde ,79,Ahuntsic-Cartierville,2015-07-27,28,Très mauvais,4.35,Moyen
1010244,Gouin Ouest boulevard,avenue de la Miséricorde ,rue De Serres ,27,Ahuntsic-Cartierville,2015-07-27,29,Très mauvais,5.32,Mauvais
1010245,Gouin Ouest boulevard,rue De Serres ,rue Grenet ,92,Ahuntsic-Cartierville,2015-07-27,25,Très mauvais,5.61,Mauvais
1010246,Gouin Ouest boulevard,rue Grenet ,rue Grenet ,56,Ahuntsic-Cartierville,2015-07-27,28,Très mauvais,5.81,Mauvais
1010247,Gouin Ouest boulevard,rue Grenet ,rue Ranger ,45,Ahuntsic-Cartierville,2015-07-27,58,Mauvais,4.69,Mauvais
1010248,Gouin Ouest boulevard,rue Ranger ,rue Ranger ,46,Ahuntsic-Cartierville,2015-07-27,73,Moyen,3.32,Moyen
1010249,Gouin Ouest boulevard,rue Ranger ,rue Lachapelle ,81,Ahuntsic-Cartierville,2015-07-27,42,Mauvais,3.2,Moyen
1010250,Gouin Ouest boulevard,rue Lachapelle ,rue Chevalier ,123,Ahuntsic-Cartierville,2015-07-27,51,Mauvais,2.43,Bon
1010251,Gouin Ouest boulevard,rue Chevalier ,boulevard Laurentien ,80,Ahuntsic-Cartierville,2015-07-27,51,Mauvais,3.57,Moyen
1010252,Gouin Ouest boulevard,boulevard Laurentien ,rue Cousineau ,50,Ahuntsic-Cartierville,2015-07-27,79,Moyen,5.27,Mauvais
1010253,Gouin Ouest boulevard,rue Cousineau ,rue Crevier ,75,Ahuntsic-Cartierville,2015-07-27,81,Bon,6.07,Très mauvais
1010254,Gouin Ouest boulevard,rue Crevier ,chemin de Somerset ,58,Ahuntsic-Cartierville,2015-07-27,54,Mauvais,5.77,Mauvais
1010255,Gouin Ouest boulevard,chemin de Somerset ,rue Cossette ,98,Ahuntsic-Cartierville,2015-07-27,33,Très mauvais,5.42,Mauvais
1010256,Gouin Ouest boulevard,rue Cossette ,chemin du Golf ,172,Ahuntsic-Cartierville,2015-07-27,39,Très mauvais,5.68,Mauvais
1010258,Gouin Ouest boulevard,chemin du Golf ,rue Henri-D'Arles ,163,Ahuntsic-Cartierville,2015-07-27,61,Moyen,3.08,Moyen
1010261,Gouin Ouest boulevard,rue Henri-D'Arles ,rue Olivier ,187,Ahuntsic-Cartierville,2015-07-27,63,Moyen,3.67,Moyen
1010263,Gouin Ouest boulevard,rue Olivier ,rue Jasmin ,94,Ahuntsic-Cartierville,2015-07-27,76,Moyen,2.89,Moyen
1010264,Gouin Ouest boulevard,rue Jasmin ,rue de Beauséjour ,83,Ahuntsic-Cartierville,2015-07-27,74,Moyen,1.91,Bon
1010265,Gouin Ouest boulevard,rue de Beauséjour ,boulevard Toupin ,184,Ahuntsic-Cartierville,2015-07-27,78,Moyen,3.57,Moyen
1010266,Gouin Ouest boulevard,boulevard Toupin ,avenue Albert-Prévost ,204,Ahuntsic-Cartierville,2015-07-27,43,Mauvais,4.48,Moyen
1010268,Gouin Ouest boulevard,avenue Albert-Prévost ,avenue Joseph-Édouard-Samson ,157,Ahuntsic-Cartierville,2015-07-27,29,Très mauvais,5.35,Mauvais
1010270,Gouin Ouest boulevard,avenue Joseph-Édouard-Samson ,avenue Antoine-Berthelet ,201,Ahuntsic-Cartierville,2015-07-27,50,Mauvais,4.24,Moyen
1010271,Gouin Ouest boulevard,avenue Antoine-Berthelet ,avenue Adhémar-Mailhiot ,82,Ahuntsic-Cartierville,2015-07-27,27,Très mauvais,5.41,Mauvais
1010272,Gouin Ouest boulevard,avenue Adhémar-Mailhiot ,avenue Wilfrid-Lazure ,81,Ahuntsic-Cartierville,2015-07-27,69,Moyen,4.07,Moyen
1010273,Gouin Ouest boulevard,avenue Wilfrid-Lazure ,avenue Joseph-Saucier ,77,Ahuntsic-Cartierville,2015-07-27,52,Mauvais,3.96,Moyen
1010278,Gouin Ouest boulevard,avenue LeMesurier ,avenue Martin ,237,Ahuntsic-Cartierville,2015-07-27,39,Très mauvais,4.96,Mauvais
1010280,Gouin Ouest boulevard,avenue Martin ,avenue Wood ,103,Ahuntsic-Cartierville,2015-07-27,15,Très mauvais,7.44,Très mauvais
1010281,Gouin Ouest boulevard,avenue Wood ,avenue Leblanc ,44,Ahuntsic-Cartierville,2015-07-27,12,Très mauvais,7.67,Très mauvais
1010282,Gouin Ouest boulevard,avenue Leblanc ,rue Green Lane ,33,Ahuntsic-Cartierville,2015-07-27,16,Très mauvais,6.57,Très mauvais
1010283,Gouin Ouest boulevard,rue Green Lane ,avenue de l'Alliance ,46,Ahuntsic-Cartierville,2015-07-27,19,Très mauvais,4.91,Mauvais
1010284,Gouin Ouest boulevard,avenue de l'Alliance ,rue Camille ,40,Ahuntsic-Cartierville,2015-07-27,11,Très mauvais,7.97,Très mauvais
1010285,Gouin Ouest boulevard,avenue du Ruisseau ,boulevard Gouin Ouest ,418,Ahuntsic-Cartierville,2015-07-27,55,Mauvais,3.28,Moyen
1010288,Green Lane rue,avenue Jean-Bourdon ,boulevard Gouin Ouest ,91,Ahuntsic-Cartierville,2015-07-27,38,Mauvais,8.56,Très mauvais
1010289,Green Lane rue,rue Hervé ,avenue Jean-Bourdon ,250,Ahuntsic-Cartierville,2015-07-27,19,Très mauvais,7.36,Mauvais
1010290,Grenet rue,rue Grenet ,rue Ranger ,61,Ahuntsic-Cartierville,2015-07-24,51,Mauvais,3.49,Moyen
1010292,Grenet rue,rue Ranger ,rue de Louisbourg ,164,Ahuntsic-Cartierville,2015-07-24,35,Très mauvais,4.66,Mauvais
1010293,Grenet rue,rue de Louisbourg ,rue Michel-Sarrazin ,225,Ahuntsic-Cartierville,2015-07-24,34,Très mauvais,4.45,Moyen
1010296,Grenet rue,rue Michel-Sarrazin ,rue De Salaberry ,101,Ahuntsic-Cartierville,2015-07-24,36,Très mauvais,3.53,Moyen
1010298,Grenet rue,rue De Salaberry ,rue Legault ,315,Ahuntsic-Cartierville,2015-07-24,18,Très mauvais,3.55,Moyen
1010299,Grenet rue,rue Legault ,rue De Mésy ,198,Ahuntsic-Cartierville,2015-07-24,15,Très mauvais,5.19,Mauvais
1010301,Grenet rue,rue De Mésy ,rue De Serres ,121,Ahuntsic-Cartierville,2015-07-24,27,Très mauvais,5.17,Mauvais
1010303,Grenet rue,rue De Serres ,boulevard Gouin Ouest ,131,Ahuntsic-Cartierville,2015-07-24,48,Mauvais,6.44,Très mauvais
1010304,Grenet rue,boulevard Gouin Ouest ,rue du Bocage ,148,Ahuntsic-Cartierville,2015-07-24,16,Très mauvais,5.04,Moyen
1010305,Grenet rue,rue du Bocage ,terrasse De Serres ,260,Ahuntsic-Cartierville,2015-07-24,49,Moyen,4.97,Moyen
1010306,Grenet rue,terrasse De Serres ,rue Grenet ,44,Ahuntsic-Cartierville,2015-07-24,27,Mauvais,7.29,Mauvais
1010307,Guertin rue,rue Guertin ,rue Dudemaine ,311,Ahuntsic-Cartierville,2015-07-27,52,Moyen,5.04,Moyen
1010308,Guertin rue,rue Dudemaine ,rue de Louisbourg ,324,Ahuntsic-Cartierville,2015-07-27,40,Mauvais,4.51,Moyen
1010309,Guertin rue,rue de Louisbourg ,rue De Salaberry ,324,Ahuntsic-Cartierville,2015-07-27,38,Mauvais,4.86,Moyen
1010310,Guertin rue,rue De Salaberry ,rue Sainte-Odile ,95,Ahuntsic-Cartierville,2015-07-27,64,Bon,3.78,Bon
1010311,Guertin rue,rue Forbes ,rue Jules-Colas ,171,Ahuntsic-Cartierville,2015-07-27,61,Bon,5.22,Moyen
1010312,Guertin rue,rue Jules-Colas ,boulevard Gouin Ouest ,187,Ahuntsic-Cartierville,2015-07-27,50,Moyen,5.57,Moyen
1010317,Henri-Beau avenue,avenue LeMesurier ,place Henri-Beau ,203,Ahuntsic-Cartierville,2015-07-27,29,Mauvais,4.85,Moyen
1010320,Henri-Beau avenue,place Henri-Beau ,avenue Jean-Bourdon ,84,Ahuntsic-Cartierville,2015-07-27,14,Très mauvais,5.73,Moyen
1010324,Henri-Béland avenue,boulevard Toupin ,avenue Albert-Prévost ,164,Ahuntsic-Cartierville,2015-07-27,51,Moyen,5.07,Moyen
1010325,Henri-D'Arles rue,avenue Jean-Bourdon ,place de Nevers ,75,Ahuntsic-Cartierville,2015-07-27,50,Moyen,4.69,Moyen
1010326,Henri-D'Arles rue,place de Nevers ,boulevard Gouin Ouest ,62,Ahuntsic-Cartierville,2015-07-27,51,Moyen,4.82,Moyen
1010327,Hervé rue,rue Camille ,rue Green Lane ,136,Ahuntsic-Cartierville,2015-07-27,47,Moyen,5.48,Moyen
1010339,Jasmin rue,avenue Léon-Trépanier ,rue Métivier ,184,Ahuntsic-Cartierville,2015-07-27,29,Mauvais,4.68,Moyen
1010340,Jasmin rue,rue Métivier ,avenue Jean-Bourdon ,197,Ahuntsic-Cartierville,2015-07-27,64,Bon,4.19,Moyen
1010341,Jasmin rue,avenue Jean-Bourdon ,boulevard Gouin Ouest ,204,Ahuntsic-Cartierville,2015-07-27,29,Mauvais,5.27,Moyen
1010342,Jasmin rue,boulevard Gouin Ouest ,rue Jasmin ,215,Ahuntsic-Cartierville,2015-07-27,36,Mauvais,6.36,Mauvais
1010343,Jauron rue,rue Luc-Rochefort ,rue Jean-Massé ,150,Ahuntsic-Cartierville,2015-07-28,56,Moyen,3.35,Bon
1010344,Jean-Bouillet avenue,rue Jean-Bouillet ,avenue Léon-Trépanier ,35,Ahuntsic-Cartierville,2015-07-27,8,Très mauvais,7.67,Mauvais
1010345,Jean-Bouillet avenue,avenue Léon-Trépanier ,rue Métivier ,135,Ahuntsic-Cartierville,2015-07-27,9,Très mauvais,5.41,Moyen
1010346,Jean-Bouillet avenue,rue Métivier ,avenue Thomas-Aubert ,115,Ahuntsic-Cartierville,2015-07-27,57,Moyen,3.96,Bon
1010347,Jean-Bouillet avenue,avenue Thomas-Aubert ,avenue Jean-Bourdon ,77,Ahuntsic-Cartierville,2015-07-27,50,Moyen,3.71,Bon
1010348,Jean-Bourdon avenue,chemin du Golf ,avenue Jean-Bouillet ,49,Ahuntsic-Cartierville,2015-07-27,19,Très mauvais,5.89,Moyen
1010349,Jean-Bourdon avenue,avenue Jean-Bouillet ,rue Henri-D'Arles ,127,Ahuntsic-Cartierville,2015-07-27,34,Mauvais,5.59,Moyen
1010350,Jean-Bourdon avenue,rue Henri-D'Arles ,avenue Louis-Jadon ,76,Ahuntsic-Cartierville,2015-07-27,35,Mauvais,5.26,Moyen
1010351,Jean-Bourdon avenue,avenue Louis-Jadon ,place Gilles-Hocquart ,100,Ahuntsic-Cartierville,2015-07-27,33,Mauvais,3.75,Bon
1010352,Jean-Bourdon avenue,place Gilles-Hocquart ,rue Jasmin ,72,Ahuntsic-Cartierville,2015-07-27,50,Moyen,3.82,Bon
1010353,Jean-Bourdon avenue,rue Jasmin ,rue de Beauséjour ,80,Ahuntsic-Cartierville,2015-07-27,92,Excellent,4.17,Moyen
1010354,Jean-Bourdon avenue,rue de Beauséjour ,rue La Corne ,104,Ahuntsic-Cartierville,2015-07-27,40,Mauvais,5.56,Moyen
1010355,Jean-Bourdon avenue,rue La Corne ,boulevard Toupin ,67,Ahuntsic-Cartierville,2015-07-27,31,Mauvais,7.41,Mauvais
1010356,Jean-Bourdon avenue,boulevard Toupin ,avenue Albert-Prévost ,198,Ahuntsic-Cartierville,2015-07-27,18,Très mauvais,6.38,Mauvais
1010357,Jean-Bourdon avenue,avenue Albert-Prévost ,avenue du Beau-Bois ,80,Ahuntsic-Cartierville,2015-07-27,27,Mauvais,7.09,Mauvais
1010359,Jean-Bourdon avenue,avenue du Beau-Bois ,avenue Antoine-Berthelet ,287,Ahuntsic-Cartierville,2015-07-27,44,Moyen,6.55,Mauvais
1010360,Jean-Bourdon avenue,avenue Antoine-Berthelet ,avenue Wilfrid-Lazure ,127,Ahuntsic-Cartierville,2015-07-27,52,Moyen,5.72,Moyen
1010361,Jean-Bourdon avenue,avenue Wilfrid-Lazure ,avenue Joseph-Saucier ,80,Ahuntsic-Cartierville,2015-07-27,43,Moyen,5.8,Moyen
1010362,Jean-Bourdon avenue,avenue LeMesurier ,avenue LeMesurier ,27,Ahuntsic-Cartierville,2015-07-27,37,Mauvais,6.89,Mauvais
1010363,Jean-Bourdon avenue,avenue LeMesurier ,place Jean-Bourdon ,79,Ahuntsic-Cartierville,2015-07-27,23,Mauvais,6.56,Mauvais
1010364,Jean-Bourdon avenue,place Jean-Bourdon ,avenue Henri-Beau ,33,Ahuntsic-Cartierville,2015-07-27,35,Mauvais,7.31,Mauvais
1010365,Jean-Bourdon avenue,avenue Henri-Beau ,avenue Martin ,92,Ahuntsic-Cartierville,2015-07-27,25,Mauvais,4.9,Moyen
