ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice PCI,Etat PCI,Indice IRI,Etat IRI
1604458,voie Non-nommée,rue Carrie-Derick ,autoroute 10 ,139,Le Sud-Ouest,2015-08-31,67,Moyen,3.75,Moyen
1604460,de la Côte-des-Neiges chemin,rue Mackenzie ,rue Jean-Talon Ouest ,52,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,67,Moyen,4.68,Mauvais
1604483,Glencoe avenue,chemin Churchill ,rue Bayard ,30,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-20,73,Bon,3.3,Bon
1604487,du Parc-Angrignon chemin,boulevard des Trinitaires ,chemin du Parc-Angrignon ,57,Le Sud-Ouest,2015-08-26,10,Très mauvais,8.89,Très mauvais
1604490,Louis-Veuillot rue,rue De Jumonville ,rue Turenne ,172,Mercier–Hochelaga–Maisonneuve,2015-07-09,52,Moyen,4.74,Moyen
1604491,De Boucherville rue,rue Notre-Dame Est ,rue Hector-Barsalou ,191,Mercier–Hochelaga–Maisonneuve,2015-08-29,54,Moyen,4.29,Moyen
1604492,de Beaurivage rue,rue La Fontaine ,rue Ontario Est ,329,Mercier–Hochelaga–Maisonneuve,2015-07-10,42,Moyen,5.06,Moyen
1604493,Ontario Est rue,rue Honoré-Beaugrand ,rue de Beaurivage ,77,Mercier–Hochelaga–Maisonneuve,2015-07-08,100,Excellent,4.14,Moyen
1604494,Honoré-Beaugrand rue,rue La Fontaine ,rue Ontario Est ,330,Mercier–Hochelaga–Maisonneuve,2015-07-10,51,Moyen,5.4,Moyen
1604495,Angrignon boulevard,rue Cordner ,rue Cordner ,87,LaSalle,2015-08-21,66,Moyen,4.01,Moyen
1604496,Angrignon boulevard,rue Cordner ,boulevard Angrignon ,207,LaSalle,2015-08-21,56,Moyen,2.71,Bon
1604497,Angrignon boulevard,boulevard Angrignon ,boulevard Angrignon ,58,LaSalle,2015-08-21,55,Moyen,2.75,Bon
1604509,Stephens rue,boulevard Champlain ,boulevard De La Vérendrye ,49,Verdun,2015-07-29,86,Excellent,4.99,Moyen
1604510,Stephens rue,boulevard Champlain ,rue Stephens ,44,Verdun,2015-07-29,70,Moyen,6.46,Mauvais
1604512,des Trinitaires boulevard,avenue Irwin ,boulevard Angrignon ,141,Le Sud-Ouest,2015-08-28,75,Moyen,2.69,Moyen
1604513,Angrignon boulevard,boulevard Angrignon ,rue Notre-Dame Ouest ,108,Le Sud-Ouest,2015-08-27,43,Mauvais,3.84,Moyen
1604516,Maplewood avenue,chemin de la Côte-Sainte-Catherine ,avenue Gorman ,178,Outremont,2015-10-11,55,Moyen,5.75,Moyen
1604525,Mountain Sights avenue,rue Paré ,rue Ferrier ,241,Côte-des-Neiges–Notre-Dame-de-Grâce,2015-10-23,30,Très mauvais,6.25,Mauvais
1604576,Antoine-Bazinet rue,rue Antoine-Bazinet ,rue Antoine-Bazinet ,21,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-15,56,Moyen,5.35,Moyen
1604577,Antoine-Bazinet rue,rue Antoine-Bazinet ,rue Antoine-Bazinet ,51,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-15,19,Très mauvais,8,Mauvais
1604578,Françoise-Langlois rue,rue Françoise-Langlois ,rue Notre-Dame Est ,105,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-15,62,Bon,5.59,Moyen
1604579,Françoise-Langlois rue,rue Françoise-Langlois ,rue Françoise-Langlois ,61,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-15,30,Mauvais,10.57,Très mauvais
1604582,Sherbrooke Est rue,rue de la Famille-Dubreuil ,boulevard Gouin Est ,200,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-15,36,Très mauvais,5.01,Mauvais
1604585,91e avenue (P.-A.-T.),rue Victoria (P.-A.-T.),rue Sherbrooke Est ,113,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-18,32,Mauvais,6.33,Mauvais
1604586,44e avenue ,boulevard Saint-Joseph ,rue Broadway ,113,Lachine,2015-08-19,30,Mauvais,8.07,Très mauvais
1604587,42e avenue ,boulevard Saint-Joseph ,rue Broadway ,160,Lachine,2015-08-19,97,Excellent,2.96,Bon
1604588,Broadway rue,41e avenue ,42e avenue ,43,Lachine,2015-08-19,25,Très mauvais,7.25,Très mauvais
1604589,Broadway rue,42e avenue ,43e avenue ,49,Lachine,2015-08-19,18,Très mauvais,6.13,Mauvais
1604590,Broadway rue,43e avenue ,44e avenue ,81,Lachine,2015-08-19,18,Très mauvais,4.93,Moyen
1604591,Broadway rue,44e avenue ,44e avenue ,26,Lachine,2015-08-19,20,Très mauvais,5.39,Moyen
1604592,Broadway rue,44e avenue ,boulevard Saint-Joseph ,77,Lachine,2015-08-19,42,Mauvais,6.47,Mauvais
1604593,44e avenue ,rue Broadway ,rue Brewster ,143,Lachine,2015-08-18,12,Très mauvais,7.75,Mauvais
1604594,Brewster rue,44e avenue ,45e avenue ,105,Lachine,2015-08-19,14,Très mauvais,10.12,Très mauvais
1604595,45e avenue ,boulevard Saint-Joseph ,rue Brewster ,129,Lachine,2015-08-19,30,Mauvais,8.8,Très mauvais
1604597,Saint-Joseph boulevard,42e avenue ,44e avenue ,140,Lachine,2015-08-20,34,Mauvais,6.79,Mauvais
1604598,Saint-Joseph boulevard,44e avenue ,rue Broadway ,129,Lachine,2015-08-20,47,Mauvais,5.59,Mauvais
1604605,Notre-Dame Est rue,39e avenue (P.-A.-T.),41e avenue (P.-A.-T.),129,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-18,18,Très mauvais,5.82,Mauvais
1604606,Charles-Dionne rue,avenue Joliot-Curie ,rue Charles-Dionne ,20,Rivière-des-Prairies–Pointe-aux-Trembles,2015-06-19,34,Mauvais,6.69,Mauvais
1604607,Richard-Hewton rue,rue Richard-Hewton ,47e avenue ,48,Lachine,2015-08-19,14,Très mauvais,10.29,Très mauvais
1604608,Richard-Hewton rue,47e avenue ,48e avenue ,81,Lachine,2015-08-19,10,Très mauvais,11.35,Très mauvais
1604609,47e avenue ,boulevard Saint-Joseph ,rue Richard-Hewton ,122,Lachine,2015-08-19,21,Mauvais,11.35,Très mauvais
1604610,48e avenue ,boulevard Saint-Joseph ,rue Richard-Hewton ,147,Lachine,2015-08-19,96,Excellent,3.27,Bon
1604611,48e avenue ,rue Richard-Hewton ,rue Acadia ,154,Lachine,2015-08-19,99,Excellent,3.12,Bon
1604612,Acadia rue,47e avenue ,48e avenue ,79,Lachine,2015-08-19,91,Excellent,4.37,Moyen
1604613,47e avenue ,47e avenue ,rue Acadia ,83,Lachine,2015-08-19,12,Très mauvais,10.36,Très mauvais
1604614,Acadia rue,rue Acadia ,47e avenue ,46,Lachine,2015-08-19,96,Excellent,4.12,Moyen
1604615,47e avenue ,rue Acadia ,47e avenue ,81,Lachine,2015-08-19,31,Mauvais,7.33,Mauvais
1604618,49e avenue ,rue Acadia ,rue René-Huguet ,277,Lachine,2015-08-19,75,Bon,5.8,Moyen
1604619,Acadia rue,48e avenue ,49e avenue ,83,Lachine,2015-08-19,94,Excellent,3.3,Bon
1604620,49e avenue ,boulevard Saint-Joseph ,rue Acadia ,310,Lachine,2015-08-19,77,Bon,5.46,Moyen
1604621,Acadia rue,49e avenue ,50e avenue ,79,Lachine,2015-08-19,89,Excellent,3.37,Bon
1604622,René-Huguet rue,49e avenue ,50e avenue ,79,Lachine,2015-08-19,76,Bon,4.82,Moyen
1604623,50e avenue ,rue Acadia ,rue René-Huguet ,287,Lachine,2015-08-19,77,Bon,3.83,Bon
1604624,René-Huguet rue,50e avenue ,rue Acadia ,88,Lachine,2015-08-19,72,Bon,4.43,Moyen
1604625,50e avenue ,50e avenue ,rue Acadia ,46,Lachine,2015-08-19,78,Bon,6.48,Mauvais
1604627,50e avenue ,50e avenue ,rue Acadia ,72,Lachine,2015-08-19,55,Moyen,5.85,Moyen
1604628,50e avenue ,50e avenue ,50e avenue ,70,Lachine,2015-08-19,45,Moyen,5.64,Moyen
1604629,Saint-Joseph boulevard,49e avenue ,50e avenue ,78,Lachine,2015-08-20,42,Mauvais,5.85,Mauvais
1604630,Saint-Joseph boulevard,48e avenue ,49e avenue ,81,Lachine,2015-08-20,58,Moyen,5.88,Mauvais
1604631,44e avenue ,rue Brewster ,rue Victoria ,365,Lachine,2015-08-18,15,Très mauvais,8,Mauvais
1604632,Victoria rue,43e avenue ,44e avenue ,109,Lachine,2015-08-19,76,Moyen,3.23,Moyen
1604633,Victoria rue,44e avenue ,45e avenue ,117,Lachine,2015-08-19,71,Moyen,3.6,Moyen
1604634,Victoria rue,45e avenue ,46e avenue ,93,Lachine,2015-08-19,70,Moyen,3.23,Moyen
1604635,Victoria rue,46e avenue ,rue Provost ,43,Lachine,2015-08-19,31,Très mauvais,6.18,Très mauvais
1604636,Provost rue,46e avenue ,rue Victoria ,35,Lachine,2015-08-18,92,Excellent,4.49,Moyen
1604637,Victoria rue,rue Provost ,47e avenue ,54,Lachine,2015-08-19,84,Bon,3.62,Moyen
1604638,Victoria rue,47e avenue ,48e avenue ,91,Lachine,2015-08-19,80,Moyen,3.18,Moyen
1604640,Victoria rue,48e avenue ,49e avenue ,91,Lachine,2015-08-19,71,Moyen,3.58,Moyen
1604641,Victoria rue,49e avenue ,50e avenue ,85,Lachine,2015-08-19,41,Mauvais,3.51,Moyen
1604642,Victoria rue,50e avenue ,rue Acadia ,79,Lachine,2015-08-19,43,Mauvais,3.99,Moyen
1604643,Provost rue,44e avenue ,45e avenue ,107,Lachine,2015-08-18,30,Très mauvais,6.7,Mauvais
1604644,44e avenue ,rue Victoria ,rue Provost ,97,Lachine,2015-08-18,48,Moyen,3.7,Bon
1604645,Provost rue,43e avenue ,44e avenue ,99,Lachine,2015-08-18,15,Très mauvais,7.95,Très mauvais
1604646,43e avenue ,rue Jean-Renou ,rue Provost ,82,Lachine,2015-08-18,24,Mauvais,9.23,Très mauvais
1604647,Provost rue,42e avenue ,43e avenue ,82,Lachine,2015-08-18,16,Très mauvais,7.69,Très mauvais
1604648,Victoria rue,41e avenue ,43e avenue ,109,Lachine,2015-08-19,74,Moyen,3.32,Moyen
1604650,Provost rue,45e avenue ,46e avenue ,88,Lachine,2015-08-18,26,Très mauvais,5.82,Mauvais
1604651,43e avenue ,rue Victoria ,rue Jean-Renou ,59,Lachine,2015-08-18,27,Mauvais,9.13,Très mauvais
1604652,46e avenue ,boulevard Saint-Joseph ,rue Victoria ,534,Lachine,2015-08-19,24,Mauvais,9.41,Très mauvais
1604653,50e avenue ,boulevard Saint-Joseph ,50e avenue ,107,Lachine,2015-08-19,70,Bon,5.39,Moyen
1604654,Saint-Joseph boulevard,50e avenue ,51e avenue ,146,Lachine,2015-08-20,59,Moyen,5.51,Mauvais
1604655,50e avenue ,50e avenue ,50e avenue ,56,Lachine,2015-08-19,73,Bon,8.4,Très mauvais
1604656,50e avenue ,50e avenue ,50e avenue ,61,Lachine,2015-08-19,68,Bon,5.9,Moyen
1604657,50e avenue ,50e avenue ,50e avenue ,70,Lachine,2015-08-19,80,Bon,5.52,Moyen
1604658,Saint-Joseph boulevard,51e avenue ,53e avenue ,287,Lachine,2015-08-20,72,Bon,3.69,Moyen
1604659,52e avenue ,52e avenue ,53e avenue ,84,Lachine,2015-08-20,10,Très mauvais,8.81,Très mauvais
1604660,Saint-Joseph boulevard,53e avenue ,54e avenue ,78,Lachine,2015-08-20,66,Moyen,4.58,Moyen
1604661,53e avenue ,boulevard Saint-Joseph ,52e avenue ,102,Lachine,2015-08-20,36,Mauvais,7.25,Mauvais
1604663,52e avenue ,boulevard Saint-Joseph ,52e avenue ,68,Lachine,2015-08-19,100,Excellent,4.44,Moyen
1604664,52e avenue ,52e avenue ,53e avenue ,32,Lachine,2015-08-19,89,Excellent,6.62,Mauvais
1604665,René-Huguet rue,rue Acadia ,51e avenue ,76,Lachine,2015-08-19,43,Mauvais,4.93,Moyen
1604666,René-Huguet rue,51e avenue ,52e avenue ,87,Lachine,2015-08-19,64,Moyen,5.53,Mauvais
1604667,René-Huguet rue,52e avenue ,53e avenue ,85,Lachine,2015-08-19,68,Moyen,4.81,Moyen
1604668,René-Huguet rue,53e avenue ,54e avenue ,84,Lachine,2015-08-19,70,Moyen,3.73,Moyen
1604669,René-Huguet rue,54e avenue ,55e avenue ,84,Lachine,2015-08-19,90,Excellent,5.29,Moyen
1604670,55e avenue ,boulevard Saint-Joseph ,rue René-Huguet ,169,Lachine,2015-08-19,85,Excellent,2.98,Bon
1604671,54e avenue ,boulevard Saint-Joseph ,rue René-Huguet ,221,Lachine,2015-08-18,90,Excellent,3,Bon
1604672,53e avenue ,52e avenue ,rue René-Huguet ,176,Lachine,2015-08-19,36,Mauvais,7.3,Mauvais
1604673,52e avenue ,53e avenue ,rue René-Huguet ,226,Lachine,2015-08-20,50,Moyen,6.64,Mauvais
1604674,51e avenue ,boulevard Saint-Joseph ,rue René-Huguet ,531,Lachine,2015-08-18,31,Mauvais,7.87,Mauvais
1604675,Saint-Joseph boulevard,54e avenue ,55e avenue ,89,Lachine,2015-08-20,72,Bon,4.14,Moyen
1604676,Acadia rue,50e avenue ,rue René-Huguet ,342,Lachine,2015-08-19,77,Bon,4.36,Moyen
1604677,53e avenue ,rue René-Huguet ,rue Dixie ,272,Lachine,2015-08-19,95,Excellent,2.68,Bon
1604678,Dixie rue,52e avenue ,53e avenue ,94,Lachine,2015-08-18,8,Très mauvais,7.69,Mauvais
1604679,52e avenue ,rue René-Huguet ,rue Dixie ,210,Lachine,2015-08-20,88,Excellent,5.19,Moyen
1604680,51e avenue ,rue René-Huguet ,rue Victoria ,211,Lachine,2015-08-18,29,Mauvais,9.36,Très mauvais
1604681,Victoria rue,51e avenue ,52e avenue ,104,Lachine,2015-08-19,28,Très mauvais,5.52,Mauvais
1604682,52e avenue ,rue Dixie ,rue Victoria ,52,Lachine,2015-08-20,100,Excellent,4.38,Moyen
1604683,53e avenue ,rue Dixie ,rue Victoria ,54,Lachine,2015-08-19,35,Mauvais,7.34,Mauvais
1604684,Dixie rue,53e avenue ,54e avenue ,97,Lachine,2015-08-18,6,Très mauvais,8.77,Très mauvais
1604685,54e avenue ,rue René-Huguet ,rue Dixie ,338,Lachine,2015-08-18,20,Très mauvais,9.54,Très mauvais
1604686,René-Huguet rue,55e avenue ,56e avenue ,78,Lachine,2015-08-19,87,Excellent,5.41,Moyen
1604687,Victoria rue,52e avenue ,53e avenue ,94,Lachine,2015-08-19,37,Très mauvais,7.27,Très mauvais
1604688,Victoria rue,53e avenue ,54e avenue ,95,Lachine,2015-08-19,36,Très mauvais,6.01,Très mauvais
1604689,Victoria rue,54e avenue ,55e avenue ,101,Lachine,2015-08-19,50,Mauvais,5.76,Mauvais
1604690,55e avenue ,rue René-Huguet ,rue Victoria ,459,Lachine,2015-08-19,94,Excellent,2.87,Bon
1604691,54e avenue ,rue Victoria ,rue Sherbrooke ,102,Lachine,2015-08-18,29,Très mauvais,9.32,Très mauvais
1604692,Sherbrooke rue,54e avenue ,55e avenue ,81,Lachine,2015-08-19,23,Très mauvais,7.89,Très mauvais
1604693,53e avenue ,rue Victoria ,rue Sherbrooke ,138,Lachine,2015-08-19,35,Mauvais,9.42,Très mauvais
1604694,52e avenue ,rue Victoria ,rue Sherbrooke ,170,Lachine,2015-08-20,97,Excellent,4.03,Moyen
1604695,Sherbrooke rue,52e avenue ,53e avenue ,77,Lachine,2015-08-19,20,Très mauvais,9.21,Très mauvais
1604696,Sherbrooke rue,51e avenue ,52e avenue ,91,Lachine,2015-08-19,18,Très mauvais,10.37,Très mauvais
1604697,Sherbrooke rue,rue Meadowbrook ,51e avenue ,49,Lachine,2015-08-19,14,Très mauvais,9.92,Très mauvais
1604698,Meadowbrook rue,rue Victoria ,rue Sherbrooke ,216,Lachine,2015-08-18,81,Excellent,3.72,Bon
1604699,Sherbrooke rue,rue Acadia ,rue Meadowbrook ,84,Lachine,2015-08-19,26,Très mauvais,5.42,Moyen
1604700,Acadia rue,rue Victoria ,rue Sherbrooke ,237,Lachine,2015-08-18,93,Excellent,3.04,Bon
1604701,Victoria rue,rue Acadia ,rue Meadowbrook ,74,Lachine,2015-08-19,43,Mauvais,5.34,Mauvais
1604702,Victoria rue,rue Meadowbrook ,51e avenue ,49,Lachine,2015-08-19,19,Très mauvais,6.99,Très mauvais
1604703,Saint-Joseph boulevard,55e avenue ,56e avenue ,85,Lachine,2015-08-20,74,Bon,5.23,Moyen
1604705,56e avenue ,boulevard Saint-Joseph ,rue René-Huguet ,123,Lachine,2015-08-19,86,Excellent,3.38,Bon
1604706,56e avenue ,rue René-Huguet ,rue Victoria ,500,Lachine,2015-08-19,17,Très mauvais,9.14,Très mauvais
1604707,Victoria rue,56e avenue ,boulevard Bouchard ,42,Lachine,2015-08-19,49,Mauvais,7.01,Très mauvais
1604712,55e avenue ,rue Victoria ,rue Sherbrooke ,56,Lachine,2015-08-19,63,Moyen,6.75,Mauvais
1604713,55e avenue ,rue Victoria ,rue Sherbrooke ,57,Lachine,2015-08-20,55,Moyen,4.81,Moyen
1604714,Sherbrooke rue,53e avenue ,54e avenue ,86,Lachine,2015-08-19,17,Très mauvais,7.77,Très mauvais
1604715,56e avenue ,rue Victoria ,rue Sir-George-Simpson ,391,Lachine,2015-08-19,37,Mauvais,8.9,Très mauvais
1604716,Sir-George-Simpson rue,56e avenue ,rue Sir-George-Simpson ,29,Lachine,2015-08-19,59,Moyen,5.07,Moyen
1604717,55e avenue ,rue Sherbrooke ,rue Sir-George-Simpson ,294,Lachine,2015-08-20,57,Moyen,4.79,Moyen
1604718,55e avenue ,rue Sherbrooke ,55e avenue ,316,Lachine,2015-08-19,28,Très mauvais,4.36,Moyen
1604719,54e avenue ,rue Sherbrooke ,rue Sir-George-Simpson ,364,Lachine,2015-08-18,29,Mauvais,9.33,Très mauvais
1604720,53e avenue ,rue Sherbrooke ,rue Lemmers ,79,Lachine,2015-08-19,13,Très mauvais,10.67,Très mauvais
1604721,53e avenue ,rue Lemmers ,rue Sir-George-Simpson ,244,Lachine,2015-08-19,37,Mauvais,8.69,Très mauvais
1604722,Sir-George-Simpson rue,52e avenue ,53e avenue ,85,Lachine,2015-08-18,100,Excellent,3.38,Bon
1604723,55e avenue ,55e avenue ,rue Sir-George-Simpson ,68,Lachine,2015-08-19,18,Très mauvais,9.64,Très mauvais
1604724,55e avenue ,55e avenue ,55e avenue ,22,Lachine,2015-08-20,21,Très mauvais,4.38,Moyen
1604725,Sir-George-Simpson rue,55e avenue ,56e avenue ,67,Lachine,2015-08-19,36,Mauvais,9.31,Très mauvais
1604729,55e avenue ,55e avenue ,55e avenue ,74,Lachine,2015-08-19,55,Moyen,4.85,Moyen
1604732,Lemmers rue,52e avenue ,53e avenue ,82,Lachine,2015-08-19,25,Mauvais,11.4,Très mauvais
1604733,52e avenue ,rue Lemmers ,rue Sir-George-Simpson ,223,Lachine,2015-08-19,43,Moyen,9.42,Très mauvais
1604734,Sir-George-Simpson rue,51e avenue ,52e avenue ,80,Lachine,2015-08-18,96,Excellent,3.03,Bon
1604735,51e avenue ,rue Lemmers ,rue Sir-George-Simpson ,200,Lachine,2015-08-18,29,Mauvais,10.11,Très mauvais
1604736,51e avenue ,rue Sherbrooke ,rue Lemmers ,121,Lachine,2015-08-18,43,Moyen,9.54,Très mauvais
1604737,Lemmers rue,51e avenue ,52e avenue ,83,Lachine,2015-08-19,16,Très mauvais,9.94,Très mauvais
1604738,Sir-George-Simpson rue,53e avenue ,54e avenue ,102,Lachine,2015-08-18,74,Bon,4.93,Moyen
1604742,Sherbrooke rue,50e avenue ,rue Acadia ,82,Lachine,2015-08-19,28,Très mauvais,6.13,Mauvais
1604743,50e avenue ,rue Victoria ,rue Sherbrooke ,258,Lachine,2015-08-18,35,Mauvais,7.95,Mauvais
1604744,49e avenue ,rue Victoria ,rue Sherbrooke ,287,Lachine,2015-08-18,82,Excellent,5.52,Moyen
1604745,Sir-George-Simpson rue,50e avenue ,51e avenue ,265,Lachine,2015-08-18,89,Excellent,2.58,Bon
1604746,50e avenue ,50e avenue ,rue Fairway ,427,Lachine,2015-08-19,68,Bon,2.83,Bon
1604747,Fairway rue,50e avenue ,52e avenue ,236,Lachine,2015-08-19,35,Mauvais,5.34,Moyen
1604748,52e avenue ,rue Fairway ,rue François-Cusson ,415,Lachine,2015-08-19,56,Moyen,3.43,Bon
1604749,46e avenue ,46e avenue ,rue Fairway ,505,Lachine,2015-08-19,11,Très mauvais,9.23,Très mauvais
1604750,Saint-Joseph boulevard,47e avenue ,48e avenue ,87,Lachine,2015-08-20,41,Mauvais,5.25,Moyen
1604751,Saint-Joseph boulevard,46e avenue ,47e avenue ,90,Lachine,2015-08-20,46,Mauvais,4.95,Moyen
1604752,Saint-Joseph boulevard,45e avenue ,46e avenue ,101,Lachine,2015-08-20,60,Moyen,4.95,Moyen
1604753,45e avenue ,rue Brewster ,rue Victoria ,412,Lachine,2015-08-19,30,Mauvais,6.9,Mauvais
1604754,45e avenue ,rue Victoria ,rue Provost ,51,Lachine,2015-08-19,53,Moyen,6.98,Mauvais
1604755,43e avenue ,rue Provost ,rue Sherbrooke ,335,Lachine,2015-08-18,95,Excellent,3.51,Bon
1604756,44e avenue ,rue Provost ,rue Sherbrooke ,339,Lachine,2015-08-18,71,Bon,3.21,Bon
1604757,45e avenue ,rue Provost ,rue Sherbrooke ,351,Lachine,2015-08-19,80,Bon,4.15,Moyen
1604758,46e avenue ,rue Provost ,rue Sherbrooke ,357,Lachine,2015-08-19,64,Bon,6.37,Mauvais
1604759,47e avenue ,rue Victoria ,rue Sherbrooke ,346,Lachine,2015-08-19,90,Excellent,3.69,Bon
1604760,48e avenue ,rue Victoria ,rue Sherbrooke ,317,Lachine,2015-08-18,96,Excellent,2.73,Bon
1604761,Sherbrooke rue,47e avenue ,48e avenue ,87,Lachine,2015-08-19,49,Mauvais,4.9,Moyen
1604762,Sherbrooke rue,46e avenue ,47e avenue ,91,Lachine,2015-08-19,52,Moyen,4.9,Moyen
1604763,Sherbrooke rue,45e avenue ,46e avenue ,85,Lachine,2015-08-19,31,Mauvais,8.63,Très mauvais
1604764,Sherbrooke rue,44e avenue ,45e avenue ,102,Lachine,2015-08-19,30,Très mauvais,8.41,Très mauvais
1604765,Sherbrooke rue,43e avenue ,44e avenue ,104,Lachine,2015-08-19,75,Bon,5.23,Moyen
1604766,de Summerlea rue,44e avenue ,rue Sir-George-Simpson ,61,Lachine,2015-08-18,73,Bon,5.69,Moyen
1604767,de Summerlea rue,rue de Summerlea ,45e avenue ,48,Lachine,2015-08-18,86,Excellent,6.45,Mauvais
1604768,45e avenue ,rue Sherbrooke ,45e avenue ,66,Lachine,2015-08-19,54,Moyen,6.87,Mauvais
1604769,44e avenue ,rue Sherbrooke ,rue de Summerlea ,115,Lachine,2015-08-18,46,Moyen,3.75,Bon
1604770,Sherbrooke rue,49e avenue ,50e avenue ,79,Lachine,2015-08-19,35,Mauvais,5.6,Mauvais
1604771,Sherbrooke rue,48e avenue ,49e avenue ,82,Lachine,2015-08-19,50,Mauvais,4.89,Moyen
1604772,48e avenue ,rue Sherbrooke ,rue Sir-George-Simpson ,296,Lachine,2015-08-18,99,Excellent,2.57,Bon
1604773,47e avenue ,rue Sherbrooke ,rue Sir-George-Simpson ,289,Lachine,2015-08-19,22,Mauvais,10.26,Très mauvais
1604774,45e avenue ,rue de Summerlea ,rue Sir-George-Simpson ,179,Lachine,2015-08-18,67,Bon,5.76,Moyen
1604776,Sir-George-Simpson rue,46e avenue ,47e avenue ,86,Lachine,2015-08-18,86,Excellent,4.53,Moyen
1604777,Sir-George-Simpson rue,47e avenue ,48e avenue ,85,Lachine,2015-08-18,89,Excellent,3.68,Bon
1604778,Sir-George-Simpson rue,48e avenue ,49e avenue ,74,Lachine,2015-08-18,93,Excellent,4.82,Moyen
1604779,Sir-George-Simpson rue,49e avenue ,50e avenue ,84,Lachine,2015-08-18,99,Excellent,3.33,Bon
1604780,50e avenue ,rue Sherbrooke ,rue Sir-George-Simpson ,306,Lachine,2015-08-18,61,Bon,4.99,Moyen
1604781,49e avenue ,rue Sherbrooke ,rue Sir-George-Simpson ,301,Lachine,2015-08-18,22,Mauvais,10.67,Très mauvais
1604782,46e avenue ,rue Sherbrooke ,rue Sir-George-Simpson ,287,Lachine,2015-08-19,89,Excellent,3.24,Bon
1604788,43e avenue ,rue D'Urfé ,rue Sir-George-Simpson ,80,Lachine,2015-08-18,51,Moyen,6.57,Mauvais
1604789,44e avenue ,rue de Summerlea ,rue Sir-George-Simpson ,167,Lachine,2015-08-18,44,Moyen,7.27,Mauvais
1604790,de Summerlea rue,rue de Summerlea ,rue Sir-George-Simpson ,167,Lachine,2015-08-18,78,Bon,4.82,Moyen
1604791,43e avenue ,rue Sherbrooke ,rue D'Urfé ,189,Lachine,2015-08-18,72,Bon,5.16,Moyen
1604792,42e avenue ,rue Provost ,rue Sherbrooke ,336,Lachine,2015-08-18,80,Bon,4.11,Moyen
1604793,Sherbrooke rue,42e avenue ,43e avenue ,80,Lachine,2015-08-19,73,Bon,3.75,Moyen
1604794,42e avenue ,rue Sherbrooke ,rue D'Urfé ,184,Lachine,2015-08-18,79,Bon,4.18,Moyen
1604795,41e avenue ,rue Sherbrooke ,rue D'Urfé ,199,Lachine,2015-08-18,72,Bon,4.84,Moyen
1604796,Sherbrooke rue,41e avenue ,42e avenue ,78,Lachine,2015-08-19,49,Mauvais,6.39,Mauvais
1604797,Victoria rue,40e avenue ,41e avenue ,98,Lachine,2015-08-19,75,Moyen,3.46,Moyen
1604798,41e avenue ,rue Broadway ,rue Victoria ,419,Lachine,2015-08-19,89,Excellent,3.12,Bon
1604799,Broadway rue,40e avenue ,41e avenue ,98,Lachine,2015-08-19,55,Moyen,4.29,Moyen
1604800,du Fort-Rolland rue,39e avenue ,rue du Fort-Rolland ,107,Lachine,2015-08-18,100,Excellent,2.96,Bon
1604802,Fairway rue,52e avenue ,55e avenue ,138,Lachine,2015-08-19,33,Mauvais,7.52,Très mauvais
1604803,Fairway rue,52e avenue ,avenue Guthrie ,108,Lachine,2015-08-19,47,Mauvais,5.27,Moyen
1604806,52e avenue ,rue François-Cusson ,chemin de la Côte-de-Liesse ,690,Lachine,2015-08-19,71,Bon,3.78,Bon
1604809,54e avenue ,55e avenue ,chemin de la Côte-de-Liesse ,328,Lachine,2015-08-19,28,Mauvais,6.52,Mauvais
1604811,de la Côte-de-Liesse chemin,54e avenue ,55e avenue ,81,Lachine,2015-08-19,39,Très mauvais,4.14,Moyen
1604817,de la Côte-de-Liesse chemin,52e avenue ,54e avenue ,145,Lachine,2015-08-19,85,Bon,3.72,Moyen
1604819,voie Non-nommée,52e avenue ,chemin de la Côte-de-Liesse ,38,Lachine,2015-08-19,48,Moyen,8.12,Très mauvais
1604820,52e avenue ,rue François-Cusson ,chemin de la Côte-de-Liesse ,38,Lachine,2015-08-19,51,Moyen,5.02,Moyen
1604822,de la Côte-de-Liesse chemin,46e avenue ,52e avenue ,120,Lachine,2015-08-19,35,Très mauvais,5.92,Mauvais
1604823,voie Non-nommée,chemin de la Côte-de-Liesse ,46e avenue ,41,Lachine,2015-08-19,30,Mauvais,5.88,Moyen
1604824,de la Côte-de-Liesse chemin,46e avenue ,52e avenue ,56,Lachine,2015-08-19,35,Très mauvais,7.21,Très mauvais
1604825,46e avenue ,rue Joseph-Dubreuil ,chemin de la Côte-de-Liesse ,51,Lachine,2015-08-19,50,Moyen,5.2,Moyen
1604826,46e avenue ,rue Joseph-Dubreuil ,chemin de la Côte-de-Liesse ,355,Lachine,2015-08-19,67,Bon,2.85,Bon
